,Date-Monthly,precip,mintemp,maxtemp
139,Aug-11,108.85778,16.705282,26.00648
140,Sep-11,140.1178,16.970594,26.890041
141,Oct-11,131.77998,15.8810625,26.808855
142,Nov-11,185.2293,16.554594,26.453104
143,Dec-11,94.72145,16.499949,26.923447
144,Jan-12,42.128662,15.764845,28.70523
145,Feb-12,52.807045,17.082,29.566355
146,Mar-12,98.536446,17.532104,28.992365
147,Apr-12,251.91005,17.169344,26.959614
148,May-12,131.71408,17.388885,26.976896
149,Jun-12,166.83832,16.813948,26.398085
150,Jul-12,59.933586,15.962021,26.339802
151,Aug-12,65.91394,16.308407,27.109606
152,Sep-12,177.06776,17.092468,28.149416
153,Oct-12,192.07475,17.27325,27.951042
154,Nov-12,166.49762,17.299906,27.653103
155,Dec-12,151.65353,16.321823,26.715635
156,Jan-13,93.42114,17.957033,29.89273
157,Feb-13,56.09595,16.964813,29.049168
158,Mar-13,199.28233,17.83523,28.39549
159,Apr-13,237.00243,16.369345,25.6768
160,May-13,133.23312,16.931074,27.559708
161,Jun-13,60.806644,14.95926,26.443398
162,Jul-13,58.374874,15.5495205,27.577301
163,Aug-13,109.23768,15.605282,26.61898
164,Sep-13,202.01056,17.012781,27.836916
165,Oct-13,139.56474,17.36075,28.601042
166,Nov-13,170.49411,17.42647,28.295292
167,Dec-13,120.52734,17.221823,27.278135
168,Jan-14,63.90528,17.119532,28.222418
169,Feb-14,65.456795,17.664814,28.461668
170,Mar-14,139.24712,17.444605,28.504864
171,Apr-14,130.2784,16.306845,26.8143
172,May-14,145.04887,17.763885,27.447208
173,Jun-14,79.43677,17.413948,27.077772
174,Jul-14,69.27283,16.857334,27.247614
175,Aug-14,106.25073,16.067781,25.20648
176,Sep-14,163.65839,16.800282,27.482227
177,Oct-14,129.19547,16.531063,26.671354
178,Nov-14,158.46138,17.192095,27.440603
179,Dec-14,93.69296,16.499949,27.310947
180,Jan-15,54.78192,16.602345,28.200542
181,Feb-15,58.546078,16.7945,28.641354
182,Mar-15,108.81962,17.232105,27.892365
183,Apr-15,166.14122,17.077156,26.034613
184,May-15,153.00842,16.993574,26.322208
185,Jun-15,177.32845,16.90926,25.748085
186,Jul-15,43.24801,15.682333,25.772614
187,Aug-15,54.77626,15.992782,27.00648
188,Sep-15,128.60947,16.908094,27.77754
189,Oct-15,184.56158,18.263874,27.916668
190,Nov-15,240.28035,17.299906,26.553102
191,Dec-15,142.21947,17.479637,27.782824
192,Jan-16,111.34215,18.952345,29.35523
193,Feb-16,55.177544,18.132002,29.516354
194,Mar-16,127.98497,18.027416,28.775177
195,Apr-16,230.44,18.077156,27.634613
196,May-16,163.66833,17.363886,27.047207
197,Jun-16,95.859566,16.75926,26.798084
198,Jul-16,146.14456,16.27452,27.252302
199,Aug-16,95.587,15.484969,26.986168
200,Sep-16,99.56645,16.058094,27.02754
201,Oct-16,143.00516,16.681063,28.208855
202,Nov-16,147.73141,17.392094,27.740604
203,Dec-16,187.1651,17.446823,28.257822
204,Jan-17,51.3237,16.457031,29.58023
205,Feb-17,75.05308,16.885124,28.656979
206,Mar-17,130.49365,17.702417,28.150177
207,Apr-17,140.593,17.681843,28.3143
208,May-17,166.59126,17.776386,27.459707
209,Jun-17,105.632,17.021759,26.273085
210,Jul-17,81.52967,16.44952,26.052301
211,Aug-17,87.54432,17.108406,26.734604
212,Sep-17,219.0895,17.000282,27.082228
213,Oct-17,211.51553,17.868563,27.954166
214,Nov-17,155.34859,16.859282,27.20779
215,Dec-17,55.94979,16.204636,27.703135
216,Jan-18,65.482574,17.38672,27.997417
217,Feb-18,98.30313,16.982,29.541355
218,Mar-18,149.69318,16.86023,26.832989
219,Apr-18,190.87427,16.902157,26.459614
220,May-18,199.89706,16.709198,26.392519
221,Jun-18,128.1222,16.05926,26.198084
222,Jul-18,62.14621,15.862021,26.252302
223,Aug-18,75.31291,15.413094,25.726791
224,Sep-18,91.352295,15.792469,27.844728
225,Oct-18,179.30145,17.218563,27.958855
226,Nov-18,114.29752,18.092094,28.440603
227,Dec-18,118.39057,17.926512,28.182823
