Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","4665.187","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","4859.345","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","8065.028","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","1643.141","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","9782.77","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","4793.381","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","4989.389","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","8288.298","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","1689.148","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","10039.338","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","4920.879","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","5118.459","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","8511.644","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","1735.198","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","10293.331","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","5047.258","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","5246.075","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","8734.828","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","1781.243","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","10549.673","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","5174.925","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","5374.743","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","8960.938","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","1827.915","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","10811.538","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","5305.369","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","5506.169","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","9189.947","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","1875.204","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","11083.63","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","5440.792","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","5642.837","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","9420.354","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","1925.003","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","11369.071","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","5582.648","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","5786.418","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9652.086","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1977.467","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","11668.827","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","5731.38","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","5937.449","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","9884.801","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","2032.707","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","11980.961","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","5886.063","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","6094.897","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","10117.663","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","2090.744","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","184","Rwanda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","12301.97","X","International reliable sources",""
"OA","Annual population","184","Rwanda","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","6045.057","X","International reliable sources",""
"OA","Annual population","184","Rwanda","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","6256.912","X","International reliable sources",""
"OA","Annual population","184","Rwanda","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10349.599","X","International reliable sources",""
"OA","Annual population","184","Rwanda","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2151.557","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
