,Date-Monthly,DAP,Urea
0,Mar-10,1.0813730461429927,0.9490949976851342
1,Apr-10,1.255539143279173,1.0042108512092418
2,May-10,1.135386582596618,0.8576026808351155
3,Jun-10,0.9016953636544016,0.6150929253290417
4,Jul-10,0.8961837783019908,0.6525717057254349
5,Aug-10,1.0747591437200996,0.6812319495579708
6,Sep-10,1.0538151193809389,0.7407570713640071
7,Oct-10,0.9942899975749026,0.7098921933905069
8,Nov-10,1.1761723142044578,0.9568112171785093
9,Dec-10,1.1001124363411892,0.8509887784122225
10,Jan-11,1.0538151193809389,0.746268656716418
11,Feb-11,0.9336625586983841,0.710994510460989
12,Mar-11,1.069247558367689,0.8498864613417404
13,Apr-11,1.1497167045128862,1.0075178024206883
14,May-11,1.1254657289622787,0.8917745100200622
15,Jun-11,1.148614387442404,0.911616217288741
16,Jul-11,1.2180603628827797,0.9270486562754912
17,Aug-11,1.0075178024206883,0.8708304856809013
18,Sep-11,1.0758614607905819,0.8146123150863115
19,Oct-11,1.048303534028528,0.8355563394254724
20,Nov-11,1.2808924359002625,1.0681452412972068
21,Dec-11,1.255539143279173,1.1232610948213144
22,Jan-12,1.3338036552834058,1.2070371921779581
23,Feb-12,1.3613615820454597,1.1816838995568686
24,Mar-12,1.4087612160761922,1.2246742653056726
25,Apr-12,1.4087612160761922,1.2246742653056726
26,May-12,1.3249851187195485,1.1232610948213144
27,Jun-12,1.3470314601291917,1.1949117044026545
28,Jul-12,1.220264997023744,1.1078286558345642
29,Aug-12,1.234595118940012,1.0438942657465995
30,Sep-12,1.2037302409665116,1.0361780462532244
31,Oct-12,1.2654599969135123,1.0901915827068498
32,Nov-12,1.2037302409665116,1.0284618267598493
33,Jan-13,1.135386582596618,0.968936704953813
34,Feb-13,1.1960140214731365,0.8807513393152406
35,Mar-13,1.156330606935779,0.8939791441610265
36,Apr-13,1.1651491434996364,0.9821645097995988
37,May-13,1.1673537776406007,1.0604290218038317
38,Jun-13,1.0637359730152782,1.0637359730152782
39,Jul-13,1.2114464604598867,1.0670429242267245
40,Aug-13,1.2379020701514585,1.0317687779712956
41,Sep-13,1.1971163385436188,1.0152340219140634
42,Oct-13,1.1453074362309574,0.9843691439405631
43,Nov-13,1.1243634118917967,0.911616217288741
44,Dec-13,1.1739676800634935,1.0295641438303313
45,Jan-14,1.2875063383231553,1.005313168279724
46,Feb-14,1.2103441433894047,1.0108247536321349
47,Mar-14,1.213651094600851,1.0879869485658855
48,Apr-14,1.2621530457020658,1.1188518265393859
49,May-14,1.1541259727948148,0.9369695099098305
50,Jul-14,0.976652924447188,0.7815428029718469
51,Aug-14,0.9711413390947773,0.7716219493375075
52,Sep-14,1.1177495094689036,0.7385524372230429
53,Oct-14,1.0670429242267245,0.7848497541832933
54,Nov-14,0.9667320708128486,0.7727242664079896
55,Dec-14,1.005313168279724,0.7639057298441324
56,Jan-15,0.9149231685001874,0.7319385348001499
57,Sep-15,0.789259022465222,0.6095813399766309
58,Oct-15,0.8884675588086157,0.7859520712537755
59,Nov-15,0.8697281686104191,0.710994510460989
60,Dec-15,0.9402764611212769,0.7672126810555788
61,Jan-16,0.9270486562754912,0.7120968275314712
62,Feb-16,0.947992680614652,0.6988690226856853
63,Sep-17,0.7793381688308826,0.6128882911880774
64,Oct-17,0.776031217619436,0.6239114618928989
65,Nov-17,0.8565003637646333,0.710994510460989
66,Dec-17,0.8102030468043828,0.6437531691615777
67,Jan-18,0.796975241958597,0.6371392667386847
68,Feb-18,0.811305363874865,0.653674022795917
69,Mar-18,0.8002821931700435,0.6514693886549527
70,Apr-18,0.7925659736766684,0.6591856081483278
71,May-18,0.8168169492272758,0.6657995105712208
72,Jun-18,0.8046914614519721,0.6591856081483278
73,Jul-18,0.8565003637646333,0.7253246323772571
74,Aug-18,0.8454771930598117,0.7187107299543641
75,Sep-18,0.8796490222447585,0.7143014616724355
76,Oct-18,0.862011949117044,0.7076875592495426
77,Nov-18,0.8741374368923478,0.7154037787429176
78,Dec-18,0.897286095372473,0.7451663396459358
79,Jan-19,0.8796490222447585,0.7286315835887035
80,Feb-19,0.8851606075971693,0.7385524372230429
81,Mar-19,0.9083092660772946,0.7650080469146145
82,Apr-19,0.8939791441610265,0.7451663396459358
83,May-19,0.9027976807248838,0.7352454860115964
84,Jun-19,0.9038999977953659,0.7363478030820786
85,Jul-19,0.9171278026411518,0.7473709737869001
86,Aug-19,0.7661103639850967,0.6503670715844706
87,Sep-19,0.7451663396459358,0.7165060958133999
88,Oct-19,0.7727242664079896,0.6393439008796491
89,Nov-19,0.8046914614519721,0.5555678035230054
90,Dec-19,0.8079984126634185,0.5577724376639697
